129	129	129	129
94.0000   0.443819E+00      94.0000   0.112010E+01     94.0000   0.202919E+00     94.0000   0.545355E+00 
95.0000   0.454866E+00      95.0000   0.114549E+01     95.0000   0.209603E+00     95.0000   0.558531E+00 
96.0000   0.465784E+00      96.0000   0.117074E+01     96.0000   0.216441E+00     96.0000   0.572238E+00 
97.0000   0.476562E+00      97.0000   0.119549E+01     97.0000   0.223461E+00     97.0000   0.586641E+00 
98.0000   0.487195E+00      98.0000   0.121937E+01     98.0000   0.230680E+00     98.0000   0.601849E+00 
99.0000   0.497688E+00      99.0000   0.124205E+01     99.0000   0.238104E+00     99.0000   0.617896E+00 
100.0000   0.508045E+00     100.0000   0.126326E+01    100.0000   0.245728E+00    100.0000   0.634727E+00  
101.0000   0.518271E+00     101.0000   0.128280E+01    101.0000   0.253532E+00    101.0000   0.652200E+00
102.0000   0.528367E+00     102.0000   0.130061E+01    102.0000   0.261483E+00    102.0000   0.670096E+00
103.0000   0.538327E+00     103.0000   0.131671E+01    103.0000   0.269541E+00    103.0000   0.688141E+00
104.0000   0.548137E+00     104.0000   0.133123E+01    104.0000   0.277658E+00    104.0000   0.706039E+00
105.0000   0.557774E+00     105.0000   0.134437E+01    105.0000   0.285783E+00    105.0000   0.723499E+00
106.0000   0.567206E+00     106.0000   0.135639E+01    106.0000   0.293866E+00    106.0000   0.740272E+00
107.0000   0.576400E+00     107.0000   0.136759E+01    107.0000   0.301859E+00    107.0000   0.756172E+00
108.0000   0.585321E+00     108.0000   0.137825E+01    108.0000   0.309723E+00    108.0000   0.771096E+00
109.0000   0.593938E+00     109.0000   0.138862E+01    109.0000   0.317428E+00    109.0000   0.785021E+00
110.0000   0.602231E+00     110.0000   0.139893E+01    110.0000   0.324950E+00    110.0000   0.798007E+00
111.0000   0.610192E+00     111.0000   0.140932E+01    111.0000   0.332279E+00    111.0000   0.810175E+00
112.0000   0.617828E+00     112.0000   0.141991E+01    112.0000   0.339412E+00    112.0000   0.821690E+00
113.0000   0.625160E+00     113.0000   0.143074E+01    113.0000   0.346354E+00    113.0000   0.832736E+00
114.0000   0.632225E+00     114.0000   0.144183E+01    114.0000   0.353115E+00    114.0000   0.843493E+00
115.0000   0.639069E+00     115.0000   0.145316E+01    115.0000   0.359711E+00    115.0000   0.854113E+00
116.0000   0.645745E+00     116.0000   0.146469E+01    116.0000   0.366159E+00    116.0000   0.864706E+00
117.0000   0.652304E+00     117.0000   0.147637E+01    117.0000   0.372477E+00    117.0000   0.875327E+00
118.0000   0.658791E+00     118.0000   0.148813E+01    118.0000   0.378685E+00    118.0000   0.885973E+00
119.0000   0.665243E+00     119.0000   0.149991E+01    119.0000   0.384802E+00    119.0000   0.896587E+00
120.0000   0.671678E+00     120.0000   0.151163E+01    120.0000   0.390847E+00    120.0000   0.907070E+00
121.0000   0.678097E+00     121.0000   0.152321E+01    121.0000   0.396840E+00    121.0000   0.917295E+00
122.0000   0.684485E+00     122.0000   0.153454E+01    122.0000   0.402801E+00    122.0000   0.927130E+00
123.0000   0.690808E+00     123.0000   0.154551E+01    123.0000   0.408749E+00    123.0000   0.936452E+00
124.0000   0.697020E+00     124.0000   0.155598E+01    124.0000   0.414704E+00    124.0000   0.945171E+00
125.0000   0.703068E+00     125.0000   0.156579E+01    125.0000   0.420685E+00    125.0000   0.953232E+00
126.0000   0.708898E+00     126.0000   0.157482E+01    126.0000   0.426707E+00    126.0000   0.960631E+00
127.0000   0.714459E+00     127.0000   0.158293E+01    127.0000   0.432781E+00    127.0000   0.967406E+00
128.0000   0.719713E+00     128.0000   0.159002E+01    128.0000   0.438912E+00    128.0000   0.973633E+00
129.0000   0.724636E+00     129.0000   0.159602E+01    129.0000   0.445098E+00    129.0000   0.979420E+00
